time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2026-08-18 14:49:16.751 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43615051776,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,7,7,5,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,678428672, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:50:16.755 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43615232000,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,720371712,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:51:16.759 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43615375360,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,741343232,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:52:16.764 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43615305728,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,762314752,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:53:16.769 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43615199232,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,785383424,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:54:16.773 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,34, , , , , , , , , ,43,8, , , ,21,8,13, ,39, , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43607470080,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,7,7,6,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,986710016,2, , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74,22,12, , , , , , , , , , 
2026-08-18 14:55:16.778 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43607298048,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1008730112,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:56:16.783 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43607015424,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1084227584,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:57:16.787 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43606790144,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,8,8,5,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1093664768,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:58:16.791 UTC, , , , , , , , , ,1469,3394925,247056,672, ,43, ,12, , , , , , , , , ,43,8, , , ,21,8,13, , , , , , , , , , , ,1, , , ,3394925,3919,2, ,2623, , , , ,304170,43606646784,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304140,8,8,6,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1110441984,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2026-08-18 14:59:01.126 UTC, , , , , , , , , ,1469,3397301,250104, , ,44, ,11, , , , , , , , , ,44,9, , , ,21,9,14, , , , , , , , , , , ,1, , , ,3397301,3919,2, ,2623, , , , ,304170,43606626304,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,304170,1787063476591,,, , , , , , , , , ,3145728,304634,16,16,8,16, , , ,3,3, ,3, ,3,5, , ,1, , , , , , , , , ,494,3, , , , ,2,1050, , ,1121730232,3, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , , ,9, , , , , , , , , , 
2026-08-18 14:59:07.354 UTC, , , , , , , , , ,125,3167117,21184,80, ,3, ,51,3,0.06, , , , , , , ,3,3, ,2, ,2,1,4, ,45,18, , , , , , , , ,1, , , ,3167117,346884,3, ,304761, , , , , , ,-1,-1,-1,-1, , , , , ,43,3653, , , , , , , , , , , , , , , , , , , , , , , , , , ,1787065147103,,, , , , , , , , , ,3145728,346884, , , , , , ,26, , ,2, , ,3, , ,26, ,2048,1, , , , , ,1134860,163, , , , , , ,2,1050,47,1734,788283064,3, , , , , , ,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-18 14:59:07.396 UTC, , , , , , , , , ,125,3170853,25000, , ,4,1,9,1,0.11, , , , , , , ,4,4, , ,1,2,1,5, ,4,2, , , , , , , , ,1, , , ,3170853,346884,3, ,304761, , , , ,346936,43606544384,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,346936,1787065147103,,, , , , , , , , , ,3145728,346884, , , , , , ,5, , ,1, , ,3, , ,5,1, , , , , , , ,8341,6, , , , , , , , , , ,793525944,3, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2026-08-18 14:59:07.566 UTC, , , , , , , , , ,125,3167037,21184, , ,3, ,50,3,0.06, , , , , , , ,3,3, ,2, ,2,1,4, ,45,18, , , , , , , , ,1, , , ,3167037,346884,3, ,304761, , , , ,346936,43606544384,30,30,30,30, , , , , ,43,3653, , , , , , , , , , , , , , , , , , , , , , , , , ,346936,1787065147422,,, , , , , , , , , ,3145728,346884, , , , , , ,26, , ,2, , ,3, , ,26, ,2048,1, , , , , ,1134860,163, , , , , , ,2,1050,47,1734,828128952,3, , , , , , ,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-18 15:00:07.569 UTC, , , , , , , , , ,125,3308005,161480,672, ,35,19,462,32,0.07, , , , , , , ,35,8, , ,19,17,15,21, ,105,96, , , , , , , , ,1, , , ,3308005,346884,3, ,304761, , , , ,347145,43607363584,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,347145,1787065147422,,, , , , , , , , , ,3145728,347115,14,14,8,14, , ,152,1,1,3,1, ,3,4, ,152,1, , , , , ,7, ,150858,162,209,1, , , , , , ,2,56,1028156616,2, , , , , , ,1561, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1129,404,2, , , , , , , , , , 
2026-08-18 15:01:07.572 UTC, , , , , , , , , ,125,3308005,161480,672, ,35, ,12, , , , , , , , , ,35,8, , , ,17,15,21, , , , , , , , , , , ,1, , , ,3308005,346884,3, ,304761, , , , ,347145,43607412736,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,347145,1787065147422,,, , , , , , , , , ,3145728,347115,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1039690952,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:02:05.158 UTC, , , , , , , , , ,125,3307333,161480, , ,35, ,15, , , , , , , , , ,35,8, , , ,17,15,21, , , , , , , , , , , ,1, , , ,3307333,346884,3, ,304761, , , , ,347145,43607302144,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,347145,1787065147422,,, , , , , , , , , ,3145728,347446,14,14,9,14, , , ,3,3, ,3, ,3,5, , ,1, , , , , , , , , ,331,3, , , , , , ,21,1214,1124286032,3, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, , ,12, , , , , , , , , , , 
2026-08-18 15:02:11.328 UTC, , , , , , , , , ,125,3170157,24192,112, ,4,1,45,4,0.09, , , , , , , ,4,4, ,2,1,2,2,4, ,40,20, , , , , , , , ,1, , , ,3170157,349122,4, ,347573, , , , , , ,-1,-1,-1,-1, , , , , ,43,3670, , , , , , , , , , , , , , , , , , , , , , , , , , ,1787065331275,,, , , , , , , , , ,3145728,349122, , , , , , ,27, , ,3, , ,3, , ,27,1,2048,1, , , , , ,798491,127, , , , , , ,2,1050,72,3060,818101840,3, , , , , , ,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5, , , , , , , , , , , 
2026-08-18 15:02:11.361 UTC, , , , , , , , , ,125,3170045,24192, , ,4, ,3, , , , , , , , , ,4,4, , , ,2,1,5, ,2,1, , , , , , , , ,1, , , ,3170045,349122,4, ,347573, , , , ,349174,43607031808,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,349174,1787065331275,,, , , , , , , , , ,3145728,349122, , , , , , ,5, , , , , ,3, , ,5,1, , , , , , , ,102,1, , , , , , , , , , ,826490448,3, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,3, , , , , , , , , , , 
2026-08-18 15:02:11.440 UTC, , , , , , , , , ,125,3166125,20272, , ,3, ,38,3,0.08, , , , , , , ,3,3, ,2, ,2,1,4, ,38,19, , , , , , , , ,1, , , ,3166125,349122,4, ,347573, , , , , , ,-1,-1,-1,-1, , , , , ,43,3670, , , , , , , , , , , , , , , , , , , , , , , , , , ,1787065331373,,, , , , , , , , , ,3145728,349122, , , , , , ,27, , ,2, , ,3, , ,27, ,2048,1, , , , , ,790252,122, , , , , , ,2,1050,72,3060,862142032,3, , , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-08-18 15:03:11.444 UTC, , , , , , , , , ,125,3338109,191584,672, ,41,21,646,38,0.06, , , , , , , ,41,9, , ,21,22,10,30, ,211,148, , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600175104,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,15,15,8,15, , ,213,6,6,3,6, ,3,8, ,213,1, , , , , ,10, ,180441,226,2453,6, , , , , , ,2,58,720699696,2, , , , , , ,2009, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32, ,1364,543,4, , , , , , , , , , 
2026-08-18 15:04:11.450 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,13, , , , , , , , , ,41,9, , , ,22,10,30, ,5, , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599478784,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,4,7, , , , , , , , ,3,4, , ,1, , , , , , , , , , , , , , , , , , , ,789905712,1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,13, , , , , , , , , , , 
2026-08-18 15:05:11.453 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599863808,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,803537200,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:06:11.457 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599880192,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,820314416,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:07:11.461 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599806464,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,845480240,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:08:11.466 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599458304,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,873791792,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:09:11.469 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43599319040,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,887423280,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:10:11.472 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600846848,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,5,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,895811888,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:11:11.474 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600998400,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,5,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,908394800,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:12:11.477 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600850944,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,929366320,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:13:11.480 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600613376,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,8,8,7,8, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,946143536, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:14:11.482 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600400384,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,963969328,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:15:11.485 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600478208,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,994378032,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:16:11.489 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600535552,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1009058096,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:17:11.493 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600482304,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1028981040,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2026-08-18 15:18:11.497 UTC, , , , , , , , , ,125,3338109,191584,672, ,41, ,12, , , , , , , , , ,41,9, , , ,22,10,30, , , , , , , , , , , ,1, , , ,3338109,349122,4, ,347573, , , , ,351627,43600654336,30,30,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,351627,1787065331373,,, , , , , , , , , ,3145728,351597,7,7,7,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,1041563952,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
